"created_date","n","text","direction"
2017-05-05,10,"It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp; replace of ObamaCare.… https://t.co/0TnmLn55Lm ||| An honor to welcome PM of Australia @TurnbullMalcolm to America &amp; join him in marking the 75th Anniversary of the… https://t.co/foMUec7EAE ||| Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2 we will have truly great healthcare! ||| Rather than causing a big disruption in N.Y.C. I will be working out of my home in Bedminster N.J. this weekend. Also saves country money! ||| Of course the Australians have better healthcare than we do --everybody does. ObamaCare is dead! But our healthcare will soon be great. ||| JOBS JOBS JOBS! https://t.co/UR0eetSEnO ||| #WeeklyAddress🇺🇸 https://t.co/4qckKpbtCR ||| Wowthe Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare! ||| Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead! ||| Great jobs report today - It is all beginning to work!","1"
2017-05-08,9,"Congratulations to @PGA_JohnDaly on his big win yesterday. John is a great guy who never gave up - and now a winner again! ||| General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that. ||| Ask Sally Yates under oath if she knows how classified information got into the newspapers soon after she explained it to W.H. Council. ||| Ask Sally Yates under oath if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel. ||| Honored to welcome Georgia Prime Minister Giorgi Kvirikashvili to the @WhiteHouse today with @VP Mike Pence.… https://t.co/ohXXgTNtWB ||| Director Clapper reiterated what everybody including the fake media already knows- there is  || no evidence ||  of collusion w/ Russia and Trump. ||| Sally Yates made the fake media extremely unhappy today --- she said nothing but old news! ||| The Russia-Trump collusion story is a total hoax when will this taxpayer funded charade end? ||| Biggest story today between Clapper &amp; Yates is on surveillance. Why doesn't the media report on this? #FakeNews!","1"
2017-05-15,1,"Today I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeekWatch… https://t.co/3EioVDCTqb","1"
2017-05-18,4,"With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special councel appointed! ||| This is the single greatest witch hunt of a politician in American history! ||| With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special counsel appointed! ||| A great honor to welcome President Juan Manuel Santos of Colombia to the White House today!🇺🇸🇨🇴Joint Press Conf➡️… https://t.co/uWfiQEdsaY","1"
2017-05-19,3," || President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeek || Proclamation➡️… https://t.co/EcCsGaizWu ||| Getting ready for my big foreign trip. Will be strongly protecting American interests - that's what I like to do! ||| #WeeklyAddress🇺🇸➡️https://t.co/UYEhgch4Hl https://t.co/HIQoFuc5cy","1"
2017-05-22,1,"Prime Minister @Netanyahu and @PresidentRuvi- on behalf of @FLOTUS Melania and myself thank you for the invitation… https://t.co/Z5YCpaRV6t","1"
2017-05-23,4,"We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE ||| Thank you for such a wonderful and unforgettable visit Prime Minister @Netanyahu and @PresidentRuvi. ||| Israel Saudi Arabia and the Middle East were great. Trying hard for PEACE. Doing well. Heading to Vatican &amp; Pope then #G7 and #NATO. ||| All civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace.","1"
2017-05-24,2,"Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC… https://t.co/Jhe7SROaxD ||| Thank you for the warm welcome to Brussels Belgium this afternoon! https://t.co/1AvYSameD4","1"
2017-05-25,3,"Today's ceremony is a day for both remembrance and resolve.#NATOMeeting #NATO https://t.co/YNZV3bTekB ||| Thank you for your support. Together we will MAKE AMERICA SAFE AND GREAT AGAIN!#POTUSAbroad #USA🇺🇸 https://t.co/42vCwr5GkA ||| Just arrived in Taormina with @FLOTUS Melania. #G7Summit #USA🇺🇸 https://t.co/l7aXolKBiK","1"
2017-06-01,5,"Crooked Hillary Clinton now blames everybody but herself refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC. ||| I will be announcing my decision on Paris Accord Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN! ||| The big story is the  || unmasking and surveillance ||  of people that took place during the Obama Administration. ||| Join me live at the @WhiteHouse.➡️https://t.co/9VOb99W42r https://t.co/sjb5VHLHYH ||| My job as President is to do everything within my power to give America a level playing field. #AmericaFirst🇺🇸➡️… https://t.co/hL7OwbWzyi","1"
2017-06-02,2,"MAKE AMERICA GREAT AGAIN! ||| #MakeAmericaGreatAgain🇺🇸https://t.co/eJxeVZ3A1r","1"
2017-06-07,5,"Great meeting with @HouseGOP and @SenateGOP leaders including @SpeakerRyan @SenateMajLdr @GOPLeader @JohnCornyn… https://t.co/G03W8CEtCS ||| #ICYMI: Announcement of Air Traffic Control Initiative Watch➡️https://t.co/IMiZr22gAw ||| Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets. ||| I will be nominating Christopher A. Wray a man of impeccable credentials to be the new Director of the FBI. Details to follow. ||| Getting ready to leave for Cincinnati in the GREAT STATE of OHIO to meet with ObamaCare victims and talk Healthcare &amp; also Infrastructure!","1"
2017-06-09,6,"Despite so many false statements and lies total and complete vindication...and WOW Comey is a leaker! ||| Great reporting by @foxandfriends and so many others. Thank you! ||| Congratulations to Jeb Hensarling &amp; Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH! ||| An honor to join the @FaithandFreedom Coalition yesterday. In America we don't worship government. We worship God.… https://t.co/1ds8BrzUQe ||| A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ ||| It is time to rebuild OUR country to bring back OUR jobs to restore OUR dreams &amp; yes to put #AmericaFirst! TY O… https://t.co/2b2bXwxGkA","1"
2017-06-13,9,"Congratulations to the 2016 @ClemsonFB Tigers!Full ceremony: https://t.co/syJUGoMhHJ#NationalChampions🏈 https://t.co/F23NZoX2BI ||| The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad! ||| Well as predicted the 9th Circuit did it again - Ruled against the TRAVEL BAN at such a dangerous time in the history of our country. S.C. ||| A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal! ||| Fake News is at an all time high. Where is their apology to me for all of the incorrect stories??? ||| Heading to the Great State of Wisconsin to talk about JOBS JOBS JOBS! Big progress being made as the Real News is reporting. ||| 2 million more people just dropped out of ObamaCare. It is in a death spiral. Obstructionist Democrats gave up have no answer = resist! ||| Just arrived in Wisconsin to discuss JOBS JOBS JOBS! #MAGA🇺🇸 https://t.co/lEJ9S817yb ||| The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I lo… https://t.co/k45aci25BT","1"
2017-06-14,3,"Just got back from Wisconsin. Great day great people! ||| Rep. Steve Scalise of Louisiana a true friend and patriot was badly injured but will fully recover. Our thoughts and prayers are with him. ||| Happy birthday to U.S. ARMY and our soldiers. Thank you for your bravery sacrifices &amp; dedication. Proud to be your Commander-in-Chief!","1"
2017-06-16,7,"After 7 months of investigations &amp; committee hearings about my  || collusion with the Russians ||   nobody has been able to show any proof. Sad! ||| The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them ||| Despite the phony Witch Hunt going on in America the economic &amp; jobs numbers are great. Regulations way down jobs and enthusiasm way up! ||| I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt ||| Great news! #MAGA https://t.co/pirHR7lAyT |||  || Remarks by President Trump on the Policy of the U.S.A. Towards Cuba || Video: https://t.co/jUWCjgxX5DTranscript:… https://t.co/hILCHbPJet |||  || National Security Presidential Memorandum on Strengthening the Policy of the United States Toward Cuba || Memorandum… https://t.co/RVr9Dg2hXt","1"
2017-06-19,11,"Jay Sekulow on @foxandfriends now. ||| The Dems want to stop tax cuts good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H ||| My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ➡️… https://t.co/L3u5c8Iymh ||| Ralph Norman who is running for Congress in SC's 5th District will be a fantastic help to me in cutting taxes and.... ||| ....getting great border security and healthcare. #VoteRalphNorman tomorrow! ||| Karen Handle's opponent in #GA06 can't even vote in the district he wants to represent.... ||| ....because he doesn't live there! He wants to raise taxes &amp; kill healthcare. On Tuesday #VoteKarenHandel. ||| Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent.... ||| ....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday #VoteKarenHandel. ||| It was my great honor to welcome President @JC_Varela &amp; Mrs. Varela from Panama this afternoon.🇺🇸🇵🇦➡️… https://t.co/770OJj2uYb ||| Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement: https://t.co/8kmcA6YtFD https://t.co/EhrP4BiJeB","1"
2017-06-26,7,"The Democrats have become nothing but OBSTRUCTIONISTS they have no policies or ideas. All they do is delay and complain.They own ObamaCare! ||| The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win.. ||| ...and did not want to  || rock the boat. ||  He didn't  || choke ||  he colluded or obstructed and it did the Dems and Crooked Hillary no good. ||| The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia... ||| ..under a magnifying glass they have zero  || tapes ||  of T people colluding. There is no collusion &amp; no obstruction. I should be given apology! ||| Republican Senators are working very hard to get there with no help from the Democrats. Not easy! Perhaps just let OCare crash &amp; burn! ||| Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!","1"
2017-06-28,8,"The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke! ||| Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong I know the subject well &amp; want victory for U.S. ||| The #AmazonWashingtonPost sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS! ||| #ICYMI- on Monday I had the great honor of welcoming India's Prime Minister @narendramodi to the WH. Full Remarks:… https://t.co/7IIQEh7xXv ||| It was my great honor to welcome the 2016 World Series Champion Chicago @Cubs ⚾️ to the @WhiteHouse this afternoon.… https://t.co/GvPhJ9hZdv ||| Today I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow. Watch and read more… https://t.co/5k8WzW1t68 ||| Democrats purposely misstated Medicaid under new Senate bill - actually goes up. https://t.co/necCt4K6UH ||| From my first day in office we’ve taken swift action to lift the crushing restrictions on American energy. Remarks… https://t.co/VBoEubD59k","1"
